Name,Site,Date,Image,Snapshot
Bruna,Girls Got Cream,2009-04-28,https://web.archive.org/web/20090428145728im_/http://girlsgotcream.com/img/prew_add/0163/mega.jpg,https://web.archive.org/web/20090428145728/http://teencoreclub.com/
Bryana,Hardcore Youth,2010-09-16,https://web.archive.org/web/20100922062502im_/http://hardcoreyouth.com/img/prew_add/023/mega.jpg,https://web.archive.org/web/20100922062502/http://teencoreclub.com/
Camila,Ass Teen Mouth,2011-04-07,https://web.archive.org/web/20110408153123im_/http://assteenmouth.com/img/prew_add/097/mega.jpg,https://web.archive.org/web/20110408153123/http://teencoreclub.com/
Camila,Double Teamed Teens,2011-05-12,https://web.archive.org/web/20110519165817im_/http://doubleteamedteens.com/img/prew_add/071/mega.jpg,https://web.archive.org/web/20110519165817/http://teencoreclub.com/
Camila,Hardcore Youth,2012-06-02,https://web.archive.org/web/20120607015955im_/http://hardcoreyouth.com/img/prew_add/101/mega.jpg,https://web.archive.org/web/20120607015955/http://teencoreclub.com/
Camila,White Teens Black Cocks,2011-05-26,https://web.archive.org/web/20110601082038im_/http://whiteteensblackcocks.com/img/prew_add/135/mega.jpg,https://web.archive.org/web/20110601082038/http://teencoreclub.com/
Camila,Young Throats,2011-04-15,https://web.archive.org/web/20110417170706im_/http://youngthroats.com/img/prew_add/162/mega.jpg,https://web.archive.org/web/20110417170706/http://teencoreclub.com/
Camile,Hardcore Youth,2013-02-26,https://web.archive.org/web/20130227203639im_/http://hardcoreyouth.com/img/prew_add/133/mega.jpg,https://web.archive.org/web/20130227203639/http://teencoreclub.com/
Camile,Try Teens,2013-02-06,https://web.archive.org/web/20130210034917im_/http://tryteens.com/img/prew_add/210/mega.jpg,https://web.archive.org/web/20130210034917/http://teencoreclub.com/
Camille,Fab Sluts,2014-12-09,https://web.archive.org/web/20141211105443im_/http://fabsluts.com/img/prew_add/191/mega.jpg,https://web.archive.org/web/20141211105443/http://teencoreclub.com/
Camille,Hardcore Youth,2012-08-08,https://web.archive.org/web/20120809012531im_/http://hardcoreyouth.com/img/prew_add/115/mega.jpg,https://web.archive.org/web/20120809012531/http://teencoreclub.com/
Camille,Try Teens,2011-12-22,https://web.archive.org/web/20111226230058im_/http://tryteens.com/img/prew_add/193/mega.jpg,https://web.archive.org/web/20111226230058/http://teencoreclub.com/
Camille,Try Teens,2012-06-01,https://web.archive.org/web/20120607015955im_/http://tryteens.com/img/prew_add/205/mega.jpg,https://web.archive.org/web/20120607015955/http://teencoreclub.com/
Camille,White Teens Black Cocks,2012-06-14,https://web.archive.org/web/20120617133010im_/http://whiteteensblackcocks.com/img/prew_add/144/mega.jpg,https://web.archive.org/web/20120617133010/http://teencoreclub.com/
Candy,Analyzed Girls,2010-12-22,https://web.archive.org/web/20101227135736im_/http://analyzedgirls.com/img/prew_add/021/mega.jpg,https://web.archive.org/web/20101227135736/http://teencoreclub.com/
Candy,Analyzed Girls,2011-01-27,https://web.archive.org/web/20110129080616im_/http://analyzedgirls.com/img/prew_add/015/mega.jpg,https://web.archive.org/web/20110129080616/http://teencoreclub.com/
Candy,Bang Teen Pussy,2013-06-11,https://web.archive.org/web/20130622000259im_/http://bangteenpussy.com/img/prew_add/020/mega.jpg,https://web.archive.org/web/20130622000259/http://teencoreclub.com/
Candy,Bang Teen Pussy,2013-06-10,https://web.archive.org/web/20130718234104im_/http://bangteenpussy.com/img/prew_add/020/mega.jpg,https://web.archive.org/web/20130718234104/http://teencoreclub.com/
Candy,Girls Got Cream,2010-02-11,https://web.archive.org/web/20100212044917im_/http://girlsgotcream.com/img/prew_add/180/mega.jpg,https://web.archive.org/web/20100212044917/http://teencoreclub.com/
Carina,Brutal Invasion,2014-08-27,https://web.archive.org/web/20140914043616im_/http://brutalinvasion.com/img/prew_add/019/mega.jpg,https://web.archive.org/web/20140914043616/http://teencoreclub.com/
Carine,Hardcore Youth,2012-09-20,https://web.archive.org/web/20120922175145im_/http://hardcoreyouth.com/img/prew_add/125/mega.jpg,https://web.archive.org/web/20120922175145/http://teencoreclub.com/
Carolyn,Spermantino,2009-05-04,https://web.archive.org/web/20090511073059im_/http://spermantino.com/img/prew_add/017/mega.jpg,https://web.archive.org/web/20090511073059/http://teencoreclub.com/
Catherine,Hardcore Youth,2011-02-23,https://web.archive.org/web/20110301055524im_/http://hardcoreyouth.com/img/prew_add/049/mega.jpg,https://web.archive.org/web/20110301055524/http://teencoreclub.com/
Champagne,Fab Sluts,2014-11-30,https://web.archive.org/web/20141202181552im_/http://fabsluts.com/img/prew_add/152/mega.jpg,https://web.archive.org/web/20141202181552/http://teencoreclub.com/
Champagne,Try Teens,2009-06-02,https://web.archive.org/web/20090612062838im_/http://tryteens.com/img/prew_add/0143/mega.jpg,https://web.archive.org/web/20090612062838/http://teencoreclub.com/
Champagne,White Teens Black Cocks,2009-05-14,https://web.archive.org/web/20090522023108im_/http://whiteteensblackcocks.com/img/prew_add/0107/mega.jpg,https://web.archive.org/web/20090522023108/http://teencoreclub.com/
Champagne,Young Throats,2009-06-24,https://web.archive.org/web/20090627194614im_/http://youngthroats.com/img/prew_add/0126/mega.jpg,https://web.archive.org/web/20090627194614/http://teencoreclub.com/
Chennin,Ass Teen Mouth,2009-04-07,https://web.archive.org/web/20090408190627im_/http://assteenmouth.com/img/prew_add/045/mega.jpg,https://web.archive.org/web/20090408190627/http://teencoreclub.com/
Chennin,Double Teamed Teens,2009-07-02,https://web.archive.org/web/20090708040459im_/http://doubleteamedteens.com/img/prew_add/034/mega.jpg,https://web.archive.org/web/20090708040459/http://teencoreclub.com/
Chennin,Try Teens,2009-03-03,https://web.archive.org/web/20090304005423im_/http://tryteens.com/img/prew_add/0137/mega.jpg,https://web.archive.org/web/20090304005423/http://teencoreclub.com/
Chennin,Try Teens,2009-03-04,https://web.archive.org/web/20090314003414im_/http://tryteens.com/img/prew_add/0137/mega.jpg,https://web.archive.org/web/20090314003414/http://teencoreclub.com/
Chennin,White Teens Black Cocks,2009-04-16,https://web.archive.org/web/20090418091404im_/http://whiteteensblackcocks.com/img/prew_add/0104/mega.jpg,https://web.archive.org/web/20090418091404/http://teencoreclub.com/
Chennin,Young Throats,2009-03-23,https://web.archive.org/web/20090401145546im_/http://youngthroats.com/img/prew_add/0120/comingsoon.jpg,https://web.archive.org/web/20090401145546/http://teencoreclub.com/index3.php
Chloe,Teen Anal Casting,2012-06-04,https://web.archive.org/web/20120625085003im_/http://teenanalcasting.com/img/prew_add/008/mega.jpg,https://web.archive.org/web/20120625085003/http://teencoreclub.com/
Chloe,Young Throats,2010-06-21,https://web.archive.org/web/20100623041341im_/http://youngthroats.com/img/prew_add/144/mega.jpg,https://web.archive.org/web/20100623041341/http://teencoreclub.com/
Chrissie,Try Teens,2011-11-15,https://web.archive.org/web/20111120143141im_/http://tryteens.com/img/prew_add/189/mega.jpg,https://web.archive.org/web/20111120143141/http://teencoreclub.com/
Christi,Teen Anal Casting,2012-06-04,https://web.archive.org/web/20120625085003im_/http://teenanalcasting.com/img/prew_add/010/mega.jpg,https://web.archive.org/web/20120625085003/http://teencoreclub.com/
Cocking together,Little Hellcat,2009-08-05,https://web.archive.org/web/20090815014834im_/http://littlehellcat.com/img/prew_add/015/mega.jpg,https://web.archive.org/web/20090815014834/http://teencoreclub.com/
Codi,Make Teen Gape,2010-06-04,https://web.archive.org/web/20100613163501im_/http://maketeengape.com/img/prew_add/023/mega.jpg,https://web.archive.org/web/20100613163501/http://teencoreclub.com/
Collie,Hardcore Youth,2012-04-20,https://web.archive.org/web/20120420164636im_/http://hardcoreyouth.com/img/prew_add/103/mega.jpg,https://web.archive.org/web/20120420164636/http://teencoreclub.com/
Coral,Make Teen Gape,2010-02-02,https://web.archive.org/web/20100203180508im_/http://maketeengape.com/img/prew_add/006/mega.jpg,https://web.archive.org/web/20100203180508/http://teencoreclub.com/
Cristal,Teen Drillers,2014-02-07,https://web.archive.org/web/20140208014459im_/http://teendrillers.com/img/prew_add/024/mega.jpg,https://web.archive.org/web/20140208014459/http://teencoreclub.com/
Cristal,Teens Try Blacks,2013-03-01,https://web.archive.org/web/20130602234033im_/http://teenstryblacks.com/img/prew_add/020/mega.jpg,https://web.archive.org/web/20130602234033/http://teencoreclub.com/
Dani,Young Throats,2009-08-20,https://web.archive.org/web/20090821202819im_/http://youngthroats.com/img/prew_add/131/mega.jpg,https://web.archive.org/web/20090821202819/http://teencoreclub.com/
Dania,Hardcore Youth,2013-03-13,https://web.archive.org/web/20130315061143im_/http://hardcoreyouth.com/img/prew_add/134/mega.jpg,https://web.archive.org/web/20130315061143/http://teencoreclub.com/
Dania,Hardcore Youth,2013-04-17,https://web.archive.org/web/20130420072651im_/http://hardcoreyouth.com/img/prew_add/137/mega.jpg,https://web.archive.org/web/20130420072651/http://teencoreclub.com/
Danielle,Fab Sluts,2014-12-28,https://web.archive.org/web/20150104083715im_/http://fabsluts.com/img/prew_add/248/mega.jpg,https://web.archive.org/web/20150104083715/http://teencoreclub.com/
Deja,Girls Got Cream,2009-09-17,https://web.archive.org/web/20090930050416im_/http://girlsgotcream.com/img/prew_add/173/mega.jpg,https://web.archive.org/web/20090930050416/http://teencoreclub.com/
Demi,Ass Teen Mouth,2009-12-02,https://web.archive.org/web/20091213212219im_/http://assteenmouth.com/img/prew_add/061/mega.jpg,https://web.archive.org/web/20091213212219/http://teencoreclub.com/
Demi,Double Teamed Teens,2009-11-19,https://web.archive.org/web/20091121151929im_/http://doubleteamedteens.com/img/prew_add/040/mega.jpg,https://web.archive.org/web/20091121151929/http://teencoreclub.com/
Demi,Try Teens,2010-03-11,https://web.archive.org/web/20100313042246im_/http://tryteens.com/img/prew_add/158/mega.jpg,https://web.archive.org/web/20100313042246/http://teencoreclub.com/
Demi,White Teens Black Cocks,2009-10-22,https://web.archive.org/web/20091029055027im_/http://whiteteensblackcocks.com/img/prew_add/113/mega.jpg,https://web.archive.org/web/20091029055027/http://teencoreclub.com/
Demi,Young Throats,2009-11-03,https://web.archive.org/web/20091121151929im_/http://youngthroats.com/img/prew_add/136/mega.jpg,https://web.archive.org/web/20091121151929/http://teencoreclub.com/
Demida,Hardcore Youth,2012-12-19,https://web.archive.org/web/20130105074915im_/http://hardcoreyouth.com/img/prew_add/131/mega.jpg,https://web.archive.org/web/20130105074915/http://teencoreclub.com/
Deva,Fab Sluts,2014-11-24,https://web.archive.org/web/20141125223048im_/http://fabsluts.com/img/prew_add/125/mega.jpg,https://web.archive.org/web/20141125223048/http://teencoreclub.com/
Deva,Hardcore Youth,2010-09-10,https://web.archive.org/web/20100912044118im_/http://hardcoreyouth.com/img/prew_add/020/mega.jpg,https://web.archive.org/web/20100912044118/http://teencoreclub.com/
Deva,Try Teens,2009-09-02,https://web.archive.org/web/20090916004352im_/http://tryteens.com/img/prew_add/149/mega.jpg,https://web.archive.org/web/20090916004352/http://teencoreclub.com/
Deva,Young Throats,2009-08-05,https://web.archive.org/web/20090815014834im_/http://youngthroats.com/img/prew_add/130/mega.jpg,https://web.archive.org/web/20090815014834/http://teencoreclub.com/
Devon,Ass Teen Mouth,2010-05-12,https://web.archive.org/web/20100514200542im_/http://assteenmouth.com/img/prew_add/074/mega.jpg,https://web.archive.org/web/20100514200542/http://teencoreclub.com/
Devon,Double Teamed Teens,2010-04-27,https://web.archive.org/web/20100505195925im_/http://doubleteamedteens.com/img/prew_add/052/mega.jpg,https://web.archive.org/web/20100505195925/http://teencoreclub.com/
Devon,Fab Sluts,2014-11-26,https://web.archive.org/web/20141128085648im_/http://fabsluts.com/img/prew_add/134/mega.jpg,https://web.archive.org/web/20141128085648/http://teencoreclub.com/
Devon,Teens Natural Way,2011-02-09,https://web.archive.org/web/20110211053022im_/http://teensnaturalway.com/img/prew_add/015/mega.jpg,https://web.archive.org/web/20110211053022/http://teencoreclub.com/
Devon,Try Teens,2010-04-05,https://web.archive.org/web/20100410031356im_/http://tryteens.com/img/prew_add/160/mega.jpg,https://web.archive.org/web/20100410031356/http://teencoreclub.com/
Devon,White Teens Black Cocks,2010-04-29,https://web.archive.org/web/20100505195925im_/http://whiteteensblackcocks.com/img/prew_add/119/mega.jpg,https://web.archive.org/web/20100505195925/http://teencoreclub.com/
Devon,Young Throats,2010-04-12,https://web.archive.org/web/20100418054431im_/http://youngthroats.com/img/prew_add/141/mega.jpg,https://web.archive.org/web/20100418054431/http://teencoreclub.com/
Dianna,Fab Sluts,2014-11-25,https://web.archive.org/web/20141125223048im_/http://fabsluts.com/img/prew_add/130/mega.jpg,https://web.archive.org/web/20141125223048/http://teencoreclub.com/
Dianna,Fab Sluts,2014-12-04,https://web.archive.org/web/20141209213633im_/http://fabsluts.com/img/prew_add/168/mega.jpg,https://web.archive.org/web/20141209213633/http://teencoreclub.com/
Donna,Girls Got Cream,2010-03-04,https://web.archive.org/web/20100305022044im_/http://girlsgotcream.com/img/prew_add/181/mega.jpg,https://web.archive.org/web/20100305022044/http://teencoreclub.com/
Dreaming of India,Little Hellcat,2009-07-23,https://web.archive.org/web/20090731095408im_/http://littlehellcat.com/img/prew_add/005/mega.jpg,https://web.archive.org/web/20090731095408/http://teencoreclub.com/
Drew,Analyzed Girls,2011-01-14,https://web.archive.org/web/20110115075937im_/http://analyzedgirls.com/img/prew_add/016/mega.jpg,https://web.archive.org/web/20110115075937/http://teencoreclub.com/
Drew,Make Teen Gape,2010-05-21,https://web.archive.org/web/20100523223817im_/http://maketeengape.com/img/prew_add/012/mega.jpg,https://web.archive.org/web/20100523223817/http://teencoreclub.com/
Drew,Teach My Ass,2008-10-27,https://web.archive.org/web/20090330015443im_/http://teachmyass.com/img/prew_add/045/mega.jpg,https://web.archive.org/web/20090330015443/http://teencoreclub.com/
Dunya,Dreams-HD,2014-03-27,https://web.archive.org/web/20140403225935im_/http://dreams-hd.com/img/prew_add/062/mega.jpg,https://web.archive.org/web/20140403225935/http://teencoreclub.com/
Dunya,Dreams-HD,2014-04-22,https://web.archive.org/web/20140425155532im_/http://dreams-hd.com/img/prew_add/075/mega.jpg,https://web.archive.org/web/20140425155532/http://teencoreclub.com/
Dunya,Dreams-HD,2014-05-05,https://web.archive.org/web/20140511062905im_/http://dreams-hd.com/img/prew_add/076/mega.jpg,https://web.archive.org/web/20140511062905/http://teencoreclub.com/
Ebba,Hardcore Youth,2012-03-12,https://web.archive.org/web/20120316102209im_/http://hardcoreyouth.com/img/prew_add/089/mega.jpg,https://web.archive.org/web/20120316102209/http://teencoreclub.com/
Elise,Try Teens,2013-08-08,https://web.archive.org/web/20130810165619im_/http://tryteens.com/img/prew_add/213/mega.jpg,https://web.archive.org/web/20130810165619/http://teencoreclub.com/
Elizabeth,Ass Teen Mouth,2011-02-15,https://web.archive.org/web/20110220005704im_/http://assteenmouth.com/img/prew_add/092/mega.jpg,https://web.archive.org/web/20110220005704/http://teencoreclub.com/
Elizabeth,Double Teamed Teens,2011-02-23,https://web.archive.org/web/20110301055524im_/http://doubleteamedteens.com/img/prew_add/066/mega.jpg,https://web.archive.org/web/20110301055524/http://teencoreclub.com/
Elizabeth,Fab Sluts,2014-11-29,https://web.archive.org/web/20141202181552im_/http://fabsluts.com/img/prew_add/147/mega.jpg,https://web.archive.org/web/20141202181552/http://teencoreclub.com/
Elysee,Hardcore Youth,2012-12-24,https://web.archive.org/web/20130105074915im_/http://hardcoreyouth.com/img/prew_add/132/mega.jpg,https://web.archive.org/web/20130105074915/http://teencoreclub.com/
Emily,Ass Teen Mouth,2011-01-10,https://web.archive.org/web/20110115075937im_/http://assteenmouth.com/img/prew_add/089/mega.jpg,https://web.archive.org/web/20110115075937/http://teencoreclub.com/
Emily,Double Teamed Teens,2011-01-17,https://web.archive.org/web/20110122030244im_/http://doubleteamedteens.com/img/prew_add/061/mega.jpg,https://web.archive.org/web/20110122030244/http://teencoreclub.com/
Emily,Try Teens,2010-12-30,https://web.archive.org/web/20110106033743im_/http://tryteens.com/img/prew_add/175/mega.jpg,https://web.archive.org/web/20110106033743/http://teencoreclub.com/
Emily,Young Throats,2011-02-09,https://web.archive.org/web/20110211053022im_/http://youngthroats.com/img/prew_add/159/mega.jpg,https://web.archive.org/web/20110211053022/http://teencoreclub.com/
Envy,Analyzed Girls,2011-01-19,https://web.archive.org/web/20110122030244im_/http://analyzedgirls.com/img/prew_add/017/mega.jpg,https://web.archive.org/web/20110122030244/http://teencoreclub.com/
Erike,White Teens Black Cocks,2013-03-20,https://web.archive.org/web/20130326052015im_/http://whiteteensblackcocks.com/img/prew_add/145/mega.jpg,https://web.archive.org/web/20130326052015/http://teencoreclub.com/
Ernesta,Hardcore Youth,2010-11-04,https://web.archive.org/web/20101109125650im_/http://hardcoreyouth.com/img/prew_add/038/mega.jpg,https://web.archive.org/web/20101109125650/http://teencoreclub.com/
Estella,Ass Teen Mouth,2009-10-08,https://web.archive.org/web/20091010091339im_/http://assteenmouth.com/img/prew_add/059/comingsoon.jpg,https://web.archive.org/web/20091010091339/http://teencoreclub.com/index3.php
Estella,Double Teamed Teens,2009-09-10,https://web.archive.org/web/20090916004352im_/http://doubleteamedteens.com/img/prew_add/038/mega.jpg,https://web.archive.org/web/20090916004352/http://teencoreclub.com/
Estella,Fab Sluts,2014-11-06,https://web.archive.org/web/20141109072859im_/http://fabsluts.com/img/prew_add/103/mega.jpg,https://web.archive.org/web/20141109072859/http://teencoreclub.com/
Estella,Try Teens,2009-08-21,https://web.archive.org/web/20090821202819im_/http://tryteens.com/img/prew_add/148/mega.jpg,https://web.archive.org/web/20090821202819/http://teencoreclub.com/
Ester,Analyzed Girls,2011-03-10,https://web.archive.org/web/20110311194744im_/http://analyzedgirls.com/img/prew_add/020/mega.jpg,https://web.archive.org/web/20110311194744/http://teencoreclub.com/
Eva,Ass Teen Mouth,2010-10-15,https://web.archive.org/web/20101017175518im_/http://assteenmouth.com/img/prew_add/083/mega.jpg,https://web.archive.org/web/20101017175518/http://teencoreclub.com/
Eva,Double Teamed Teens,2010-11-02,https://web.archive.org/web/20101109125650im_/http://doubleteamedteens.com/img/prew_add/059/mega.jpg,https://web.archive.org/web/20101109125650/http://teencoreclub.com/
Eva,Teen Anal Casting,2012-06-04,https://web.archive.org/web/20120625085003im_/http://teenanalcasting.com/img/prew_add/007/mega.jpg,https://web.archive.org/web/20120625085003/http://teencoreclub.com/
Eva,Try Teens,2010-11-08,https://web.archive.org/web/20101109125650im_/http://tryteens.com/img/prew_add/169/mega.jpg,https://web.archive.org/web/20101109125650/http://teencoreclub.com/
Eva,White Teens Black Cocks,2010-11-09,https://web.archive.org/web/20101119181112im_/http://whiteteensblackcocks.com/img/prew_add/128/mega.jpg,https://web.archive.org/web/20101119181112/http://teencoreclub.com/
Eva,White Teens Black Cocks,2010-12-08,https://web.archive.org/web/20101216232348im_/http://whiteteensblackcocks.com/img/prew_add/128/mega.jpg,https://web.archive.org/web/20101216232348/http://teencoreclub.com/
Eva,White Teens Black Cocks,2014-04-04,https://web.archive.org/web/20140409164050im_/http://whiteteensblackcocks.com/img/prew_add/147/mega.jpg,https://web.archive.org/web/20140409164050/http://teencoreclub.com/
Eva,Young Throats,2010-11-29,https://web.archive.org/web/20101130111122im_/http://youngthroats.com/img/prew_add/152/mega.jpg,https://web.archive.org/web/20101130111122/http://teencoreclub.com/
Eva Zan,Fab Sluts,2014-11-26,https://web.archive.org/web/20141128085648im_/http://fabsluts.com/img/prew_add/132/mega.jpg,https://web.archive.org/web/20141128085648/http://teencoreclub.com/
Eva Zan,Fab Sluts,2014-12-06,https://web.archive.org/web/20141209213633im_/http://fabsluts.com/img/prew_add/171/mega.jpg,https://web.archive.org/web/20141209213633/http://teencoreclub.com/
Eve,Hardcore Youth,2010-11-18,https://web.archive.org/web/20101119181112im_/http://hardcoreyouth.com/img/prew_add/042/mega.jpg,https://web.archive.org/web/20101119181112/http://teencoreclub.com/
Evelin,Analyzed Girls,2011-02-03,https://web.archive.org/web/20110211053022im_/http://analyzedgirls.com/img/prew_add/023/mega.jpg,https://web.archive.org/web/20110211053022/http://teencoreclub.com/
Evelyn,White Teens Black Cocks,2009-07-31,https://web.archive.org/web/20090731095408im_/http://whiteteensblackcocks.com/img/prew_add/111/mega.jpg,https://web.archive.org/web/20090731095408/http://teencoreclub.com/
Evie,White Teens Black Cocks,2014-04-24,https://web.archive.org/web/20140425155532im_/http://whiteteensblackcocks.com/img/prew_add/148/mega.jpg,https://web.archive.org/web/20140425155532/http://teencoreclub.com/
Faith,Ass Teen Mouth,2009-10-23,https://web.archive.org/web/20091029055027im_/http://assteenmouth.com/img/prew_add/060/mega.jpg,https://web.archive.org/web/20091029055027/http://teencoreclub.com/
Fallon,Try Teens,2010-02-04,https://web.archive.org/web/20100212044917im_/http://tryteens.com/img/prew_add/156/mega.jpg,https://web.archive.org/web/20100212044917/http://teencoreclub.com/
Fanny,Fab Sluts,2014-12-19,https://web.archive.org/web/20141225045130im_/http://fabsluts.com/img/prew_add/220/mega.jpg,https://web.archive.org/web/20141225045130/http://teencoreclub.com/
Fanny,Hardcore Youth,2012-08-03,https://web.archive.org/web/20120809012531im_/http://hardcoreyouth.com/img/prew_add/114/mega.jpg,https://web.archive.org/web/20120809012531/http://teencoreclub.com/
Fanny,Try Teens,2011-08-04,https://web.archive.org/web/20110811075441im_/http://tryteens.com/img/prew_add/182/mega.jpg,https://web.archive.org/web/20110811075441/http://teencoreclub.com/
Felecia,Double Teamed Teens,2009-12-28,https://web.archive.org/web/20100103001623im_/http://doubleteamedteens.com/img/prew_add/044/mega.jpg,https://web.archive.org/web/20100103001623/http://teencoreclub.com/
Felecia,Young Throats,2009-02-24,https://web.archive.org/web/20090226190629im_/http://youngthroats.com/img/prew_add/0115/comingsoon.jpg,https://web.archive.org/web/20090226190629/http://teencoreclub.com/index3.php
Flavia,Hardcore Youth,2010-10-20,https://web.archive.org/web/20101029171151im_/http://hardcoreyouth.com/img/prew_add/034/mega.jpg,https://web.archive.org/web/20101029171151/http://teencoreclub.com/
Flick,Ass Teen Mouth,2010-10-26,https://web.archive.org/web/20101029171151im_/http://assteenmouth.com/img/prew_add/084/mega.jpg,https://web.archive.org/web/20101029171151/http://teencoreclub.com/
Flick,Double Teamed Teens,2010-10-06,https://web.archive.org/web/20101017175518im_/http://doubleteamedteens.com/img/prew_add/058/mega.jpg,https://web.archive.org/web/20101017175518/http://teencoreclub.com/
Flick,Fab Sluts,2014-12-07,https://web.archive.org/web/20141209213633im_/http://fabsluts.com/img/prew_add/179/mega.jpg,https://web.archive.org/web/20141209213633/http://teencoreclub.com/
Flick,Try Teens,2010-09-29,https://web.archive.org/web/20101005013950im_/http://tryteens.com/img/prew_add/168/mega.jpg,https://web.archive.org/web/20101005013950/http://teencoreclub.com/
Flick,White Teens Black Cocks,2010-11-13,https://web.archive.org/web/20101119181112im_/http://whiteteensblackcocks.com/img/prew_add/127/mega.jpg,https://web.archive.org/web/20101119181112/http://teencoreclub.com/
Flick,Young Throats,2010-09-23,https://web.archive.org/web/20100929072703im_/http://youngthroats.com/img/prew_add/150/mega.jpg,https://web.archive.org/web/20100929072703/http://teencoreclub.com/
Flick J.,Analyzed Girls,2011-02-22,https://web.archive.org/web/20110301055524im_/http://analyzedgirls.com/img/prew_add/026/mega.jpg,https://web.archive.org/web/20110301055524/http://teencoreclub.com/
Gabi,Dreams-HD,2014-07-22,https://web.archive.org/web/20140730233230im_/http://dreams-hd.com/img/prew_add/140/mega.jpg,https://web.archive.org/web/20140730233230/http://teencoreclub.com/
Gabi,Dreams-HD,2014-10-07,https://web.archive.org/web/20141009143157im_/http://dreams-hd.com/img/prew_add/182/mega.jpg,https://web.archive.org/web/20141009143157/http://teencoreclub.com/
Gabi,Dreams-HD,2014-11-05,https://web.archive.org/web/20141109072859im_/http://dreams-hd.com/img/prew_add/196/mega.jpg,https://web.archive.org/web/20141109072859/http://teencoreclub.com/
Gabi,Hardcore Youth,2014-11-27,https://web.archive.org/web/20141128085648im_/http://hardcoreyouth.com/img/prew_add/188/mega.jpg,https://web.archive.org/web/20141128085648/http://teencoreclub.com/
Gabriela,Defiled 18,2014-12-09,https://web.archive.org/web/20141209213633im_/http://defiled18.com/img/prew_add/022/mega.jpg,https://web.archive.org/web/20141209213633/http://teencoreclub.com/
Gabriela,Teen Anal Casting,2014-12-04,https://web.archive.org/web/20141209213633im_/http://teenanalcasting.com/img/prew_add/025/mega.jpg,https://web.archive.org/web/20141209213633/http://teencoreclub.com/
Gabriella,Ass Teen Mouth,2011-09-08,https://web.archive.org/web/20110923065841im_/http://assteenmouth.com/img/prew_add/108/mega.jpg,https://web.archive.org/web/20110923065841/http://teencoreclub.com/
Gabriella,Fab Sluts,2015-01-01,https://web.archive.org/web/20150104083715im_/http://fabsluts.com/img/prew_add/257/mega.jpg,https://web.archive.org/web/20150104083715/http://teencoreclub.com/
Gala,Analyzed Girls,2011-01-10,https://web.archive.org/web/20110115075937im_/http://analyzedgirls.com/img/prew_add/022/mega.jpg,https://web.archive.org/web/20110115075937/http://teencoreclub.com/
Gala,Cumaholic Teens,2009-10-14,https://web.archive.org/web/20091022012657im_/http://cumaholicteens.com/img/prew_add/008/comingsoon.jpg,https://web.archive.org/web/20091022012657/http://teencoreclub.com/index3.php
Gema,Ass Teen Mouth,2010-04-13,https://web.archive.org/web/20100418054431im_/http://assteenmouth.com/img/prew_add/071/mega.jpg,https://web.archive.org/web/20100418054431/http://teencoreclub.com/
Gema,Young Throats,2010-04-02,https://web.archive.org/web/20100410031356im_/http://youngthroats.com/img/prew_add/140/mega.jpg,https://web.archive.org/web/20100410031356/http://teencoreclub.com/
Genesis,Ass Teen Mouth,2009-12-17,https://web.archive.org/web/20091223190959im_/http://assteenmouth.com/img/prew_add/064/mega.jpg,https://web.archive.org/web/20091223190959/http://teencoreclub.com/
Genesis,Double Teamed Teens,2010-01-26,https://web.archive.org/web/20100129174953im_/http://doubleteamedteens.com/img/prew_add/048/mega.jpg,https://web.archive.org/web/20100129174953/http://teencoreclub.com/
Genesis,Try Teens,2009-12-02,https://web.archive.org/web/20091213212219im_/http://tryteens.com/img/prew_add/154/mega.jpg,https://web.archive.org/web/20091213212219/http://teencoreclub.com/
Genesis,White Teens Black Cocks,2009-12-29,https://web.archive.org/web/20100103001623im_/http://whiteteensblackcocks.com/img/prew_add/116/mega.jpg,https://web.archive.org/web/20100103001623/http://teencoreclub.com/
Genice,Girls Got Cream,2009-12-09,https://web.archive.org/web/20091213212219im_/http://girlsgotcream.com/img/prew_add/178/mega.jpg,https://web.archive.org/web/20091213212219/http://teencoreclub.com/
Georgia,Fab Sluts,2014-11-27,https://web.archive.org/web/20141128085648im_/http://fabsluts.com/img/prew_add/138/mega.jpg,https://web.archive.org/web/20141128085648/http://teencoreclub.com/
Geri,Make Teen Gape,2010-04-02,https://web.archive.org/web/20100410031356im_/http://maketeengape.com/img/prew_add/018/mega.jpg,https://web.archive.org/web/20100410031356/http://teencoreclub.com/
Germiona,Hardcore Youth,2011-09-07,https://web.archive.org/web/20110923065841im_/http://hardcoreyouth.com/img/prew_add/070/mega.jpg,https://web.archive.org/web/20110923065841/http://teencoreclub.com/
Gia,Make Teen Gape,2009-12-01,https://web.archive.org/web/20091213212219im_/http://maketeengape.com/img/prew_add/019/mega.jpg,https://web.archive.org/web/20091213212219/http://teencoreclub.com/
Gina,Defiled 18,2012-06-08,https://web.archive.org/web/20120611055705im_/http://defiled18.com/img/prew_add/018/mega.jpg,https://web.archive.org/web/20120611055705/http://teencoreclub.com/
Gina,Fab Sluts,2014-10-24,https://web.archive.org/web/20141029075211im_/http://fabsluts.com/img/prew_add/096/mega.jpg,https://web.archive.org/web/20141029075211/http://teencoreclub.com/
